HOVEDSKOLE_INST;INST_NR;INST_NAVN;ENHEDSART;INST_ADR;POSTNR;POSTDISTRIKT;TLF_NR;E_MAIL;WEB_ADR;INST_TYPE_NR;INST_TYPE_NAVN;INST_TYPE_GRUPPE;UNDERV_NIV;INST_LEDER;CVR_NR;KOMMUNE_NR;ADM_KOMMUNE_NAVN;BEL_KOMMUNE;BEL_KOMMUNE_NAVN;BEL_REGION;REGION_NAVN;EJER_KODE;EJERKODE_NAVN
;327002;Rørvig Friskole;Institution uden enheder;Søndervangsvej 43;4581;Rørvig;5991 8337;info@rorvigfriskole.dk;www.rorvigfriskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Anne Marie Sandager;70576015;;;306;Odsherred Kommune;1085;Region Sjælland;5;Selvejende, private
;327200;Pædagogisk Psykologisk Team;Institution uden enheder;Vesterlyngvej 8;4500;Nykøbing Sj;5998 0130;kommune@odsherred.dk;;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Hans Raunsø;29188459;306;Odsherred Kommune;306;Odsherred Kommune;1085;Region Sjælland;2;Kommunale
;327300;Rørvig Folkehøjskole;Institution uden enheder;Dybesøvej 114;4581;Rørvig;5991 9293;info@rfh.dk;www.rfh.dk;1022;Folkehøjskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Ole Blenkov;62446013;;;306;Odsherred Kommune;1085;Region Sjælland;5;Selvejende, private
;329000;Ringsted Kommune;Institution uden enheder;Rådhuset, Sct. Bendtsgade 1;4100;Ringsted;5762 6262;ringsted@ringsted.dk;www.ringsted.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329005;Kildeskolen;Institution uden enheder;Gyrstinge Bygade 34;4100;Ringsted;5762 7260;kildeskolen@ringsted.dk;www.kilde-skolen.dk;1012;Folkeskoler;Grundskoler mv. ;6;Vibeke Havre;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329008;Nordbakkeskolen;Institution uden enheder;Farendløsevej 20;4100;Ringsted;5762 7320;nordbakkeskolen@ringsted.dk;;1012;Folkeskoler;Grundskoler mv. ;6;Lisbeth Lindequist;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329009;Søholmskolen;Institution uden enheder;Skjoldenæsvej 70;4174;Jystrup Midtsj;5762 7337;soeholmskolen@ringsted.dk;www.soeholmskolen.dk;1012;Folkeskoler;Grundskoler mv. ;6;Peter Olaf Lund;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329012;Vigersted Skole;Hovedskole (institution med enheder);Aagerupvej 1;4100;Ringsted;5762 7600;vigerstedskole@ringsted.dk;www.vigersted-skole.dk;1012;Folkeskoler;Grundskoler mv. ;10;Jette Wase Hansen;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
329012;280559;A-huset;Afdeling (underordnet enhed);Ågerupvej 1;4100;Ringsted;5762 7600;Vigerstedskole@ringsted.dk;;1015;Specialskoler for børn;Grundskoler mv. ;9;Lisbeth Poulsen;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329013;Dagmarskolen;Institution uden enheder;Vestervej 11;4100;Ringsted;5762 7373;dagmarskolen@ringsted.dk;www.dagmarskolen.dk;1012;Folkeskoler;Grundskoler mv. ;6;Jørgen Boysen Bøllingtoft;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329015;Valdemarskolen;Institution uden enheder;Skolegade 9;4100;Ringsted;5762 7300;valdemarskolen@ringsted.dk;www.valdemarskolen.dk;1012;Folkeskoler;Grundskoler mv. ;6;Henrik Østergaard;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329017;Sct Joseph Skole;Institution uden enheder;Dagmarsgade 10;4100;Ringsted;5761 0359;sctjoseph@sjs-ringsted.dk;www.sctjoseph.skoleintra.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Signe Møller Petersen;59974416;;;329;Ringsted Kommune;1085;Region Sjælland;5;Selvejende, private
;329018;Ringsted Privatskole;Institution uden enheder;Vibevej 13;4100;Ringsted;5761 0116;rp@ringsted-privatskole.dk;www.ringsted-privatskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Mary Sandbeck;43857614;;;329;Ringsted Kommune;1085;Region Sjælland;5;Selvejende, private
;329020;CSU-Slagelse;Institution uden enheder;Norgesvej 14;4200;Slagelse;5855 1060;csu-slagelse@slagelse.dk;www.csu-slagelse.dk;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Troels Jensen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;329022;Ringsted Ny Friskole;Institution uden enheder;Bringstrupvej 31;4100;Ringsted;5761 7386;RNF@ringstednyfriskole.dk;www.ringstednyfriskole.skoleintra.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Helle Heesche;10887305;;;329;Ringsted Kommune;1085;Region Sjælland;5;Selvejende, private
;329024;Lærdansk Ringsted;Institution uden enheder;Mellem Broerne 14;4100;Ringsted;5761 6160;ringsted@laerdansk.dk;;1052;Sprogcentre;Voksenuddannelsesinstitutionerne ;;Birthe Nielsen;20699310;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;0;Private
;329025;Heldagsskolen i Ringsted;Institution uden enheder;Vestervej 27 c;4100;Ringsted;5762 7377;heldagsskolen@ringsted.dk;;1015;Specialskoler for børn;Grundskoler mv. ;10;Birgit Laursen;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329026;Skole- og familiehuset;Institution uden enheder;Østre Parkvej 2F;4100;Ringsted;5762 8130;toot@ringsted.dk;www.skoleogfamiliehuset.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;9;Torben Øtoft;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329027;Skolen Væverhuset A/S;Institution uden enheder;Skovvænget 2;4100;Ringsted;5767 5624;bc@vaeverhuset.dk;www.vaeverhuset.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;9;Bent Christensen;24209598;;;329;Ringsted Kommune;1085;Region Sjælland;6;Selvejende, kommunale
;329029;Østagergård;Institution uden enheder;Slettebjergvej 21;4174;Jystrup Midtsj;5752 8814;post@oestagergaard.dk;www.oestagergaard.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Carsten Hansen;10888530;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;6;Selvejende, kommunale
;329030;Søgården;Institution uden enheder;Krogen 20;4330;Hvalsø;4640 9407;soegaarden@soegaarden.dk;www.soegaarden.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;;Jørgen Jessen;13120102;;;329;Ringsted Kommune;1085;Region Sjælland;6;Selvejende, kommunale
;329033;LOF Ringsted;Institution uden enheder;Gyrstinge Bygade 85;4100;Ringsted;5784 5161;ringsted@lof.dk;www.lof.dk;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Mogens K. Larsen;84664928;;;329;Ringsted Kommune;1085;Region Sjælland;5;Selvejende, private
;329200;Pædagogisk Psykologisk Rådgivning;Institution uden enheder;Hækkerupsvej 1;4100;Ringsted;5762 8220;uppr@ringsted.dk;www.uppr.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Anette Kureer;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329210;Ringsted Komm. Ungdomsskole;Institution uden enheder;Korsevænget 14;4100;Ringsted;5762 7650;ungdomsskolen@ringsted.dk;www.ungdomsskolen-ringsted.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;;Niels Rasmussen;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329350;Ringsted produktionshøjskole;Institution uden enheder;Haraldstedvej 47;4100;Ringsted;5760 0298;info@rphs.dk;www.rphs.dk;1025;Produktionsskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Troels Brandt;44512653;;;329;Ringsted Kommune;1085;Region Sjælland;5;Selvejende, private
;329901;Ådalskolen;Institution uden enheder;Eriksvej 4;4100;Ringsted;5762 8400;aadalskolen@ringsted.dk;www.aadalskolen.dk;1015;Specialskoler for børn;Grundskoler mv. ;10;Annette Hjorth;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;329902;Behandlingshjemmet Nebs Møllegård;Institution uden enheder;Nebs Møllevej 94;4174;Jystrup Midtsj;5762 8600;nebsmoel@ringsted.dk;www.nebsmoellegaard.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;9;Bodil Nissen;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale
;330000;Slagelse Kommune;Institution uden enheder;Rådhuset, Rådhuspladsen 11, 1. sal;4200;Slagelse;5857 3600;slagelse@slagelse.dk;www.slagelse.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;330375;Slagelse Sprogcenter;Institution uden enheder;Sct.Pedersgade 18;4200;Slagelse;5857 5530;sprogcenter@slagelse.dk;www.slagelsesprogcenter.dk;1052;Sprogcentre;Voksenuddannelsesinstitutionerne ;;Margot Hansen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331002;Boeslunde Skole;Institution uden enheder;Borgbjergvej 13;4242;Boeslunde;5814 0275;boeslunde.skole@slagelse.dk;www.boeslunde-skole.dk;1012;Folkeskoler;Grundskoler mv. ;3;Lars Hansen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331003;Eggeslevmagle Skole;Institution uden enheder;Skolevej 8;4230;Skælskør;5857 9750;eggeslevmagle.skole@slagelse.dk;www.eggeslevmagle-skole.dk;1012;Folkeskoler;Grundskoler mv. ;9;John Larsen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331004;Kirkeskovsskolen;Institution uden enheder;Næstved Landevej 632;4243;Rude;5542 1444;kirkeskovsskolen@slagelse.dk;www.kirkeskovsskolen.dk;1012;Folkeskoler;Grundskoler mv. ;6;Dorte Næsborg;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331006;Omø Skole;Institution uden enheder;Husmandsstræde 4;4230;Skælskør;5819 9180;ole.odsgaard@skolekom.dk;www.omoe-net.dk/Skole/Skoleforside.html;1012;Folkeskoler;Grundskoler mv. ;5;Ole Odsgaard;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331007;Skælskør Skole;Institution uden enheder;Gammelgade 10;4230;Skælskør;5816 0800;skaelskoer.skole@slagelse.dk;www.skaelskoer-skole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Henrik Meyer;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331008;Lille Egede Friskole;Institution uden enheder;Korsør Landevej 628;4242;Boeslunde;5836 2400;friskolen@lilleegede.dk;www.lilleegede.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Thomas Wimmer;64362712;;;330;Slagelse Kommune;1085;Region Sjælland;5;Selvejende, private
;331011;Den Interne Skole;Institution uden enheder;Søhusevej 79;4230;Skælskør;5816 1010;maglefri@pc.dk;;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;10;Ingolf Damm;25557948;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;6;Selvejende, kommunale
;331200;Pædagogisk-Psykologisk Rådgivning;Institution uden enheder;Langes Gård 10;4200;Slagelse;3068 4261;ebjac@slagelse.dk;;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Erik Bo Jacobsen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;331301;Efterskolen Solbakken;Institution uden enheder;Ærtebjergvej 75;4230;Skælskør;5814 1152;forstander@efterskolensolbakken.dk;www.efterskolensolbakken.dk;1010;Efterskoler med samlet særligt tilbud;Grundskoler mv. ;;Marianne  Mortensen;49015011;;;330;Slagelse Kommune;1085;Region Sjælland;5;Selvejende, private
;333003;Havrebjerg Heldagsskole;Institution uden enheder;Krænkerupvej 54 A, Havrebjerg;4200;Slagelse;5886 9005;havrebjergskole@slagelse.dk;www.havrebjergskole.dk;1015;Specialskoler for børn;Grundskoler mv. ;7;Lars Frost Jensen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333004;Marievangsskolen;Institution uden enheder;Holmstrupvej 7;4200;Slagelse;5852 2994;marievangsskolen@slagelse.dk;www.marievangsskolen.dk;1012;Folkeskoler;Grundskoler mv. ;9;Helle Guillaume Jensen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333005;Nymarkskolen;Institution uden enheder;Østre Allé 67;4200;Slagelse;2018 4400;nymarkskolen@slagelse.dk;www.nymarkskolen.dk;1012;Folkeskoler;Grundskoler mv. ;9;René Nielsen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333008;Stillinge Skole;Institution uden enheder;Bildsøvej 80;4200;Slagelse;5854 7058;stillingeskole@slagelse.dk;www.stillingeskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Martin Meier;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333011;Søndermarksskolen;Institution uden enheder;Byskov Allé 41;4200;Slagelse;5852 7611;sondermarksskolen@slagelse.dk;www.sondermarksskolen.dk;1012;Folkeskoler;Grundskoler mv. ;9;Henrik Hallig;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333012;Landsgrav Friskole;Institution uden enheder;Bagervej 5;4200;Slagelse;5852 3344;skoleleder@landsgravfriskole.dk;www.landsgravfriskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;8;Ditlev Witte Mogensen;66912914;;;330;Slagelse Kommune;1085;Region Sjælland;5;Selvejende, private
;333013;Slagelse Gymnasium;Institution uden enheder;Willemoesvej 2 A;4200;Slagelse;5855 5959;info@slagelse-gym.dk;www.slagelse-gym.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Iver Grunnet;29554242;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
;333014;Dyhrs Skole;Institution uden enheder;Sct.Mikkelsgade 1;4200;Slagelse;5852 0655;kontor@dyhrs-skole.dk;www.dyhrs-skole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Karin Tellerup Have;48155928;;;330;Slagelse Kommune;1085;Region Sjælland;5;Selvejende, private
;333015;Antvorskov Skole;Institution uden enheder;Sejerøvej 1;4200;Slagelse;5856 5400;antvorskovskole@slagelse.dk;www.antvorskovskole.dk;1012;Folkeskoler;Grundskoler mv. ;10;Søren Ranthe;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333020;Slagelse Sprogcenter;Institution uden enheder;Sct.Pedersgade 18;4200;Slagelse;5850 1876;sprogcenter@slagelse.dk;www.slagelsesprogcenter.dk;1052;Sprogcentre;Voksenuddannelsesinstitutionerne ;;Margot Hansen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333021;Xclass. 10. Klasse-centret i Slagelse;Institution uden enheder;Willemoesvej 2B;4200;Slagelse;5857 4140;xclass@slagelse.dk;www.xclass.dk;1012;Folkeskoler;Grundskoler mv. ;10;Jes Lendhard Hansen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333022;Lille Valbygård Skole;Institution uden enheder;Krænkerupvej 39;4200;Slagelse;2215 9219;mail@lillevalbygaard.dk;www.lillevalbygaard.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;9;Jesper Pedersen;25796764;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333023;Trelleborg Friskole;Institution uden enheder;Strandvejen 121;4200;Slagelse;5123 5131;kontor@trelleborgfriskole.dk;www.trelleborgfriskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;7;Ghita Pelle;26705223;;;330;Slagelse Kommune;1085;Region Sjælland;5;Selvejende, private
;333025;A-klassen Stillinge Skole;Institution uden enheder;Bildsøvej 80;4200;Slagelse;5854 7058;stillingeskole@slagelse.dk;www.stillingeskole.dk;1015;Specialskoler for børn;Grundskoler mv. ;9;Martin Meier;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333028;Autisme Center Vestsjælland;Hovedskole (institution med enheder);Rosenkildevej 85;4200;Slagelse;5850 2709;mavis@slagelse.dk;www.a-c-v.dk;1015;Specialskoler for børn;Grundskoler mv. ;;Martin Visby;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
333028;330002;Rosenkilde Efterskole;Afdeling (underordnet enhed);Rosenkildevej 85;4200;Slagelse;5850 2709;acv@slagelse.dk;www.a-c-v.dk;1015;Specialskoler for børn;Grundskoler mv. ;10;Sys Petersen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
333028;333024;Rosenkilde Skole;Afdeling (underordnet enhed);Rosenkildevej 85;4200;Slagelse;5850 2709;mavis@slagelse.dk;www.a-c-v.dk;1015;Specialskoler for børn;Grundskoler mv. ;10;Sys Petersen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
333028;333027;Rosenkilde Ungdomsuddannelse;Afdeling (underordnet enhed);Rosenkildevej 85;4200;Slagelse;5850 2709;acv@slagelse.dk;www.a-c-v.dk;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Sys Petersen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333202;UU Vestsjælland;Institution uden enheder;Willemoesvej 2B;4200;Slagelse;7010 9012;uu@uuvestsjaelland.dk;www.uuvestsjaelland.dk;2024;Ungdommens Uddannelsesvejledning;Centre for rådgivning og vejledning;;Jacob Mortensen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333210;Ungdomsskolen Ungslagelse;Institution uden enheder;Willemoesvej 2B, 1.;4200;Slagelse;5153 0404;ungdomsskolen@slagelse.dk;www.ungslagelse.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;10;Henning Rasmussen;29188505;330;Slagelse Kommune;330;Slagelse Kommune;1085;Region Sjælland;2;Kommunale
;333248;VUC Vestsjælland Syd;Hovedskole (institution med enheder);Herrestræde 11;4200;Slagelse;5855 5050;vuc@vuc-vs.dk;www.vuc4you.dk;1053;Voksenuddannelsescentre;Voksenuddannelsesinstitutionerne ;;Jørgen Kay;29542589;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
333248;325247;VUC Vestsjælland Syd - Korsør;Afdeling (underordnet enhed);Skolegade 1;4220;Korsør;5855 5050;sas@vuc-vs.dk;www.vuc4you.dk;1053;Voksenuddannelsescentre;Voksenuddannelsesinstitutionerne ;;Søren Salvig;29542589;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
333248;329247;VUC Vestsjælland Syd - Ringsted;Afdeling (underordnet enhed);Ahorn Allé 1;4100;Ringsted;5855 5050;lt@vuc-vs.dk;www.vuc4you.dk;1053;Voksenuddannelsescentre;Voksenuddannelsesinstitutionerne ;;Lisbeth Thingstrup;29542589;;;329;Ringsted Kommune;1085;Region Sjælland;4;Selvejende, statslige
333248;333247;VUC Vestsjælland Syd - Slagelse;Afdeling (underordnet enhed);Herrestræde 11;4200;Slagelse;5855 5050;tj@vuc-vs.dk;www.vuc4you.dk;1053;Voksenuddannelsescentre;Voksenuddannelsesinstitutionerne ;;Tove Jakobsen;29542589;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
;333350;Slagelse Produktionsskole;Institution uden enheder;Ottestrupvej 9;4200;Slagelse;5854 4001;info@slagpro.dk;www.slagpro.dk;1025;Produktionsskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Maja Konge;17857037;;;330;Slagelse Kommune;1085;Region Sjælland;5;Selvejende, private
;333409;Selandia - CEU;Hovedskole (institution med enheder);Bredahlsgade 1;4200;Slagelse;5856 7000;selandia@sceu.dk;www.sceu.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Michael Kaas-Andersen;25897269;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
333409;333401;Selandia -CEU;Afdeling (underordnet enhed);Bredahlsgade 1;4200;Slagelse;5856 7000;selandia@sceu.dk;www.sceu.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Michael Kaas-Andersen;25897269;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
333409;333402;Selandia - CEU;Afdeling (underordnet enhed);Bredahlsgade 1;4200;Slagelse;5856 7000;selandia@sceu.dk;www.sceu.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Michael Kaas-Andersen;25897269;;;330;Slagelse Kommune;1085;Region Sjælland;4;Selvejende, statslige
;335002;Frederiksberg Skole;Institution uden enheder;Smedeparken 1;4180;Sorø;5787 7110;frb-skole@soroe.dk;www.frb-skole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Ole Kristensen;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
;335003;Pedersborg Skole;Institution uden enheder;Rustkammervej 76;4180;Sorø;5783 4300;pedersborg.skole@soroe.dk;www.pedersborgskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Christina Aalling Wolff;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
;335005;Sorø Borgerskole;Institution uden enheder;Alleen 8;4180;Sorø;5786 4000;soroe.borgerskole@soroe.dk;www.borgerskole.dk;1012;Folkeskoler;Grundskoler mv. ;10;Søren Brockdorff Jensen;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
;335006;Sorø Privatskole;Institution uden enheder;Frederiksvej 8;4180;Sorø;5783 0188;info@sprs.dk;www.sprs.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Casper Madsen;70335514;;;340;Sorø Kommune;1085;Region Sjælland;5;Selvejende, private
;335008;Sorø Akademis Skole;Institution uden enheder;Ingemanns Hus, Akademigrunden 8;4180;Sorø;5786 5786;soroe-akademi@soroe-akademi.dk;www.soroe-akademi.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Kristian Jacobsen;57507314;;;340;Sorø Kommune;1085;Region Sjælland;1;Statslige
;335009;Sorø Akademis Skole;Institution uden enheder;Ingemanns Hus, Akademigrunden 8;4180;Sorø;5786 5786;soroe-akademi@soroe-akademi.dk;www.soroe-akademi.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Anne Friis Petersen;57507314;;;340;Sorø Kommune;1085;Region Sjælland;1;Statslige
;335011;Familieinstitutionen Topshøj;Institution uden enheder;Topshøjvej 60;4180;Sorø;5783 1221;topshoj@topshoj.dk;www.topshoj.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;9;Christian Kragh-Pedersen;15554746;;;340;Sorø Kommune;1085;Region Sjælland;6;Selvejende, kommunale
;335200;Fagcenter Børn og Unge, Pædagogisk Psykologisk Rådgivning;Institution uden enheder;Rådhusvej 8;4180;Sorø;5787 6415;familieppr@soroe.dk;;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Inger Mortensen;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
;335210;Ung Sorø;Institution uden enheder;Skolevej 1C;4180;Sorø;5787 6830;ung@soroe.dk;www.ung-soroe.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;;Finn Pristed;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
;335300;Sorø Gymnastikefterskole;Institution uden enheder;Topshøjvej 50;4180;Sorø;5783 0034;kontoret@sge.nu;www.soroefterskole.dk;1011;Efterskoler;Grundskoler mv. ;;Karsten Haim;57520116;;;340;Sorø Kommune;1085;Region Sjælland;5;Selvejende, private
;335302;Sorø Husholdningsskole;Institution uden enheder;Holbergsvej 7;4180;Sorø;5783 0102;mail@soro-husholdningsskole.dk;www.soro-husholdningsskole.dk;1023;Frie fagskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Grethe Hovertoft;70295415;;;340;Sorø Kommune;1085;Region Sjælland;5;Selvejende, private
;335375;Sorøegnens Udd.Center & Daghøjskole;Institution uden enheder;Holbergsvej 34;4180;Sorø;5782 2727;udc@udc-soroe.dk;;1021;Daghøjskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Randi Frederiksen;19747492;;;340;Sorø Kommune;1085;Region Sjælland;5;Selvejende, private
;336000;Stevns Kommune;Institution uden enheder;Rådhuspladsen 4;4660;Store Heddinge;5657 5757;stevns@stevns.dk;www.stevns.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;29208654;336;Stevns Kommune;336;Stevns Kommune;1085;Region Sjælland;2;Kommunale
;336001;Mindehøjskolen;Institution uden enheder;Mindehøjvej 12;4673;Rødvig Stevns;5650 6324;post@mindehoej.dk;www.mindehoj.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;;Peter Madsen;20787430;336;Stevns Kommune;336;Stevns Kommune;1085;Region Sjælland;6;Selvejende, kommunale
;337004;Stenlille Skole;Institution uden enheder;Hovedgaden 5;4295;Stenlille;5787 6160;STLSkole@soroe.dk;;1012;Folkeskoler;Grundskoler mv. ;10;Steen Windfeldt;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
;339300;Hjembæk Efterskole;Institution uden enheder;Hjembæk, Bakkedraget 22;4450;Jyderup;5926 0201;hjembaek@hjembaekefterskole.dk;www.hjembaekefterskole.dk;1010;Efterskoler med samlet særligt tilbud;Grundskoler mv. ;;Henrik Teglstrup;25824237;;;316;Holbæk Kommune;1085;Region Sjælland;5;Selvejende, private
;339350;Nordvestsjællands Produktionsskole;Institution uden enheder;Hovedgaden 7;4520;Svinninge;5921 6666;admin@nvpro.dk;www.nvpro.dk;1025;Produktionsskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Henrik Bendixen;27922449;;;316;Holbæk Kommune;1085;Region Sjælland;5;Selvejende, private
;340000;Sorø Kommune;Institution uden enheder;Rådhuset, Rådhusvej 8;4180;Sorø;5787 0100;soroekom@soroe.dk;www.soroe.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;29189994;340;Sorø Kommune;340;Sorø Kommune;1085;Region Sjælland;2;Kommunale
